Date,Source,Campaign,Impressions,Spend,Clicks,AdGroup,Ad,Invalid CTR,CTR,CPC
2023-09-29,Facebook Ads,02.07.23wide_DE,371,3.72,7,wide,bloggersvideo1com,False,0.018867924528301886,0.5314285714285715
2023-09-29,Facebook Ads,03.07.23women,919,11.42,32,women,bloggersvideo4com,False,0.03482045701849837,0.356875
2023-09-29,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com,False,,
2023-09-29,Facebook Ads,04.07.23recentlymoved_DE,825,11.28,44,recentlymoved,bloggersvideo4com,False,0.05333333333333334,0.25636363636363635
2023-09-29,Facebook Ads,15.07.23b_DE,56,1.26,0,b,b6,False,0.0,
2023-09-29,Telegram posts,2023-09-29_Telegram posts,1061,4.25,40,,,False,0.03770028275212064,0.10625
2023-09-29,Youtube Ads,youtube_shorts_DE,22700,13.64,165,Com_august,ad_da_1,False,0.007268722466960352,0.08266666666666667
2023-09-29,Telegram posts,,0,0.0,0,,,False,,
2023-09-29,Facebook Ads,02.07.23wide_DE,210,2.66,2,wide,b7,False,0.009523809523809525,1.33
2023-09-29,Facebook Ads,04.07.23recentlymoved_DE,58,0.52,2,recentlymoved,bloggersvideo3com,False,0.034482758620689655,0.26
2023-09-29,Facebook Ads,07.07.23LAL_DE,973,11.94,50,LAL1,bloggersvideo4com,False,0.051387461459403906,0.23879999999999998
2023-09-29,Tiktok Ads,,0,0.0,0,,,False,,
2023-09-29,Facebook Ads,12.09.23interests_Uxui_DE,410,5.08,16,interest_work_WebDev,bloggersvideo5,False,0.03902439024390244,0.3175
2023-09-29,Youtube Ads,youtube_shorts_DE,17974,2.33,134,Com_august,ad_blogger_2,False,0.007455213085568043,0.01738805970149254
2023-09-29,Youtube Ads,,0,0.0,0,,,False,,
2023-09-30,Tiktok Ads,12.07.2023wide_DE,156,0.65,1,wide,v7com,False,0.00641025641025641,0.65
2023-09-30,Facebook Ads,02.07.23wide_DE,3,0.07,0,wide,b5,False,0.0,
2023-09-30,Google Ads,discovery_DE,29636,37.84,319,,,False,0.010763935753812931,0.11862068965517242
2023-09-30,Facebook Ads,07.07.23LAL_DE,1,0.04,0,LAL1,v3,False,0.0,
2023-09-30,Google Ads,brand_search_eng_DE,30,14.97,11,,,False,0.36666666666666664,1.360909090909091
2023-09-30,Tiktok Ads,12.07.2023wide_DE,207,1.06,2,wide,v11,False,0.00966183574879227,0.53
2023-09-30,Google Ads,,0,0.0,0,,,False,,
2023-09-30,Facebook Ads,15.07.23b_DE,30,0.96,1,b,v11comwebdev,False,0.03333333333333333,0.96
2023-09-30,Bloggers,,0,0.0,0,,,False,,
2023-09-30,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v12,False,,
2023-09-30,Facebook Ads,03.07.23women,1101,11.51,45,women,bloggersvideo4com,False,0.04087193460490463,0.25577777777777777
2023-09-30,Facebook Ads,04.07.23recentlymoved_DE,984,11.18,27,recentlymoved,bloggersvideo4com,False,0.027439024390243903,0.41407407407407404
2023-09-30,Tiktok Ads,12.07.2023wide_DE,3374,13.86,29,wide,bloggersvideo4com,False,0.008595139300533492,0.4779310344827586
2023-09-30,Tiktok Ads,,0,0.0,0,,,False,,
2023-09-30,Facebook Ads,07.07.23LAL_DE,38,0.28,1,LAL1,bloggersvideo3com,False,0.02631578947368421,0.28
2023-09-30,Facebook Ads,12.09.23interests_Uxui_DE,694,7.28,23,interest_work_WebDev,bloggersvideo5,False,0.03314121037463977,0.3165217391304348
2023-09-30,Facebook Ads,02.07.23wide_DE,212,4.2,2,wide,v9com,False,0.009433962264150943,2.1
2023-09-30,Tiktok Ads,12.07.2023wide_DE,1755,6.43,15,wide,bloggersvideo3com,False,0.008547008547008548,0.42866666666666664
2023-09-30,Youtube Ads,youtube_shorts_DE,13237,3.6,137,Com_august,ad_da_1,False,0.010349777139835311,0.026277372262773723
2023-09-30,Facebook Ads,15.07.23b_DE,45,1.16,0,b,b6,False,0.0,
2023-09-30,Facebook Ads,02.07.23wide_DE,1,0.0,0,wide,v3,False,0.0,
2023-09-30,Facebook Ads,15.07.23b_DE,0,0.0,0,b,b7,False,,
2023-09-30,Tiktok Ads,12.07.2023wide_DE,209,0.99,2,wide,bloggersvideo1com,False,0.009569377990430622,0.495
2023-09-30,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10,False,,
2023-09-30,Facebook Ads,24.09.23retargeting_DE,911,10.19,29,retargeting,bloggersvideo5,False,0.031833150384193196,0.35137931034482756
2023-09-30,Facebook Ads,02.07.23wide_DE,295,4.76,5,wide,b6,False,0.01694915254237288,0.952
2023-09-30,Facebook Ads,07.07.23LAL_DE,1,0.01,0,LAL1,b6,False,0.0,
2023-09-30,Facebook Ads,15.07.23b_DE,355,8.95,6,b,bloggersvideo5,False,0.016901408450704224,1.4916666666666665
2023-09-30,Telegram posts,,0,0.0,0,,,False,,
2023-09-30,Facebook Ads,02.07.23wide_DE,3,0.02,0,wide,b8,False,0.0,
2023-09-30,Youtube Ads,,0,0.0,0,,,False,,
2023-09-30,Facebook Ads,12.09.23interests_Uxui_DE,5,0.04,0,interest_work_WebDev,b1comwebdev,False,0.0,
2023-09-30,Youtube Ads,youtube_shorts_DE,9873,0.61,79,Com_august,ad_gov_1,False,0.00800162058138357,0.007721518987341772
2023-09-30,Youtube Ads,youtube_shorts_DE,11860,0.9,79,Com_august,ad_blogger_2,False,0.006661045531197302,0.01139240506329114
2023-09-30,SMM,2023-09-30_SMM,341,5.41,0,promoposts_b,promo2,False,0.0,
2023-09-30,Facebook Ads,03.07.23women,29,0.28,1,women,bloggersvideo3com,False,0.034482758620689655,0.28
2023-09-30,Facebook Ads,02.07.23wide_DE,136,2.03,1,wide,b7,False,0.007352941176470588,2.03
2023-09-30,Facebook Ads,04.07.23recentlymoved_DE,78,0.62,2,recentlymoved,bloggersvideo3com,False,0.02564102564102564,0.31
2023-09-30,Telegram posts,2023-09-30_Telegram posts,1061,4.25,40,,,False,0.03770028275212064,0.10625
2023-09-30,Youtube Ads,youtube_shorts_DE,5401,2.65,58,Com_august,bloggersvideo4,False,0.010738752082947603,0.045689655172413794
2023-09-30,Tiktok Ads,12.07.2023wide_DE,487,1.68,2,wide,v9com,False,0.004106776180698152,0.84
2023-09-30,Facebook Ads,02.07.23wide_DE,637,6.85,7,wide,bloggersvideo1com,False,0.01098901098901099,0.9785714285714285
2023-09-30,Youtube Ads,youtube_shorts_DE,18008,26.66,136,Com_august,ad_blogger_4,False,0.007552199022656597,0.1960294117647059
2023-09-30,SMM,,0,0.0,25,,,True,,0.0
2023-09-30,Facebook Ads,12.09.23interests_Uxui_DE,5,0.02,0,interest_work_WebDev,v11comwebdev,False,0.0,
2023-09-30,Facebook Ads,07.07.23LAL_DE,1199,12.49,30,LAL1,bloggersvideo4com,False,0.025020850708924104,0.41633333333333333
2023-09-30,Facebook Ads,12.09.23interests_Uxui_DE,402,4.52,10,interest_programming_WebDev,bloggersvideo5,False,0.024875621890547265,0.45199999999999996
2023-09-30,Facebook Ads,,0,0.0,0,,,False,,
2023-09-30,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com,False,,
2023-09-30,Facebook Ads,02.07.23wide_DE,84,0.82,2,wide,v7com,False,0.023809523809523808,0.41
2023-09-30,Google Ads,performancemax_eng_DE,22356,52.85,229,,,False,0.010243335122562175,0.23078602620087338
2023-09-30,Facebook Ads,02.07.23wide_DE,66,1.03,1,wide,bloggersvideo2com,False,0.015151515151515152,1.03
2023-09-30,Bloggers,,0,0.0,0,,,False,,
2023-09-30,SMM,2023-09-30_SMM,378,7.02,0,promoposts_b,promo1,False,0.0,
2023-09-30,Webinar,,0,0.0,0,,,False,,
2023-09-30,Tiktok Ads,12.07.2023wide_DE,78,0.33,1,wide,v3,False,0.01282051282051282,0.33
2023-09-30,CRM,,0,0.0,13,,,True,,0.0
2023-09-30,Organic,,0,0.0,68,,,True,,0.0
2023-10-01,Facebook Ads,04.07.23recentlymoved_DE,58,0.36,2,recentlymoved,bloggersvideo3com,False,0.034482758620689655,0.18
2023-10-01,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,b7,False,0.0,
2023-10-01,Tiktok Ads,12.07.2023wide_DE,5459,14.51,82,wide,bloggersvideo4com,False,0.015021066129327717,0.1769512195121951
2023-10-01,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v11,False,,
2023-10-01,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,b6,False,0.0,
2023-10-01,Youtube Ads,youtube_shorts_DE,22923,5.52,233,Com_august,ad_da_1,False,0.01016446363913973,0.023690987124463516
2023-10-01,Facebook Ads,02.07.23wide_DE,11,0.02,0,wide,v3,False,0.0,
2023-10-01,Facebook Ads,04.07.23recentlymoved_DE,1176,12.42,41,recentlymoved,bloggersvideo4com,False,0.03486394557823129,0.3029268292682927
2023-10-01,Telegram posts,2023-10-01_Telegram posts,1061,4.25,26,,,False,0.024505183788878417,0.16346153846153846
2023-10-01,Youtube Ads,youtube_shorts_DE,14118,0.78,118,Com_august,ad_gov_1,False,0.008358124380223828,0.006610169491525424
2023-10-01,Tiktok Ads,12.07.2023wide_DE,227,0.89,3,wide,v11,False,0.013215859030837005,0.2966666666666667
2023-10-01,Youtube Ads,youtube_shorts_DE,3768,4.5,40,Com_august,bloggersvideo4,False,0.010615711252653927,0.1125
2023-10-01,Facebook Ads,15.07.23b_DE,32,1.14,1,b,b6,False,0.03125,1.14
2023-10-01,Facebook Ads,02.07.23wide_DE,507,6.05,7,wide,bloggersvideo1com,False,0.013806706114398421,0.8642857142857142
2023-10-01,Facebook Ads,15.07.23b_DE,16,1.04,1,b,v11comwebdev,False,0.0625,1.04
2023-10-01,Youtube Ads,youtube_shorts_DE,19552,1.31,153,Com_august,ad_blogger_2,False,0.007825286415711948,0.008562091503267975
2023-10-01,Bloggers,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,12.09.23interests_Uxui_DE,347,3.55,9,interest_programming_WebDev,bloggersvideo5,False,0.025936599423631124,0.39444444444444443
2023-10-01,Bloggers,,0,0.0,0,,,False,,
2023-10-01,Google Ads,discovery_DE,28405,46.25,411,,,False,0.014469283576835064,0.11253041362530414
2023-10-01,Tiktok Ads,12.07.2023wide_DE,162,0.57,2,wide,v7com,False,0.012345679012345678,0.285
2023-10-01,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com,False,,
2023-10-01,Google Ads,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,07.07.23LAL_DE,59,0.72,0,LAL1,bloggersvideo3com,False,0.0,
2023-10-01,CRM,,0,0.0,9,,,True,,0.0
2023-10-01,Organic,,0,0.0,76,,,True,,0.0
2023-10-01,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10,False,,
2023-10-01,Offline,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,02.07.23wide_DE,206,2.35,2,wide,b7,False,0.009708737864077669,1.175
2023-10-01,Tiktok Ads,12.07.2023wide_DE,351,1.04,3,wide,v9com,False,0.008547008547008548,0.3466666666666667
2023-10-01,Facebook Ads,02.07.23wide_DE,9,0.1,0,wide,b5,False,0.0,
2023-10-01,Facebook Ads,02.07.23wide_DE,382,5.51,8,wide,b6,False,0.020942408376963352,0.68875
2023-10-01,Facebook Ads,24.09.23retargeting_DE,1215,11.05,37,retargeting,bloggersvideo5,False,0.030452674897119343,0.29864864864864865
2023-10-01,SMM,2023-10-01_SMM,306,5.71,0,promoposts_b,promo1,False,0.0,
2023-10-01,Facebook Ads,02.07.23wide_DE,114,2.04,2,wide,v7com,False,0.017543859649122806,1.02
2023-10-01,Facebook Ads,15.07.23b_DE,429,11.36,16,b,bloggersvideo5,False,0.037296037296037296,0.71
2023-10-01,Youtube Ads,youtube_shorts_DE,15721,26.33,142,Com_august,ad_blogger_4,False,0.009032504293619998,0.1854225352112676
2023-10-01,Telegram posts,,0,0.0,0,,,False,,
2023-10-01,SMM,2023-10-01_SMM,460,7.04,0,promoposts_b,promo2,False,0.0,
2023-10-01,Facebook Ads,12.09.23interests_Uxui_DE,1043,9.1,32,interest_work_WebDev,bloggersvideo5,False,0.030680728667305847,0.284375
2023-10-01,Tiktok Ads,12.07.2023wide_DE,68,0.39,2,wide,v3,False,0.029411764705882353,0.195
2023-10-01,Facebook Ads,12.09.23interests_Uxui_DE,3,0.02,0,interest_work_WebDev,b1comwebdev,False,0.0,
2023-10-01,Facebook Ads,03.07.23women,1424,12.37,52,women,bloggersvideo4com,False,0.03651685393258427,0.23788461538461536
2023-10-01,Youtube Ads,,0,0.0,0,,,False,,
2023-10-01,SMM,,0,0.0,18,,,True,,0.0
2023-10-01,Facebook Ads,03.07.23women,31,0.32,0,women,bloggersvideo3com,False,0.0,
2023-10-01,Webinar,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,02.07.23wide_DE,170,2.98,5,wide,v9com,False,0.029411764705882353,0.596
2023-10-01,Tiktok Ads,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,,0,0.0,0,,,False,,
2023-10-01,Facebook Ads,02.07.23wide_DE,65,0.97,1,wide,b8,False,0.015384615384615385,0.97
2023-10-01,Tiktok Ads,12.07.2023wide_DE,191,0.7,0,wide,bloggersvideo1com,False,0.0,
2023-10-01,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com,False,,
2023-10-01,Google Ads,performancemax_eng_DE,42187,77.84,475,,,False,0.011259392703913528,0.1638736842105263
2023-10-01,Google Ads,brand_search_eng_DE,65,28.37,18,,,False,0.27692307692307694,1.5761111111111112
2023-10-01,Facebook Ads,07.07.23LAL_DE,1523,13.02,32,LAL1,bloggersvideo4com,False,0.021011162179908074,0.406875
2023-10-01,Facebook Ads,02.07.23wide_DE,83,1.44,2,wide,bloggersvideo2com,False,0.024096385542168676,0.72
2023-10-01,Facebook Ads,12.09.23interests_Uxui_DE,4,0.02,0,interest_work_WebDev,v11comwebdev,False,0.0,
2023-10-01,Tiktok Ads,12.07.2023wide_DE,2111,6.89,22,wide,bloggersvideo3com,False,0.010421601136901942,0.3131818181818182
2023-10-02,Organic,,0,0.0,119,,,True,,0.0
2023-10-02,Webinar,,0,0.0,0,,,False,,
2023-10-02,SMM,2023-10-02_SMM,352,6.06,0,promoposts_b,promo1,False,0.0,
2023-10-02,Facebook Ads,04.07.23recentlymoved_DE,151,1.27,4,recentlymoved,bloggersvideo3com,False,0.026490066225165563,0.3175
2023-10-02,Bloggers,,0,0.0,0,,,False,,
2023-10-02,Facebook Ads,02.07.23wide_DE,123,2.06,8,wide,b8,False,0.06504065040650407,0.2575
2023-10-02,SMM,,0,0.0,18,,,True,,0.0
2023-10-02,Tiktok Ads,12.07.2023wide_DE,135,0.57,1,wide,v7com,False,0.007407407407407408,0.57
2023-10-02,Facebook Ads,,0,0.0,0,,,False,,
2023-10-02,Bloggers,,0,0.0,1,,,True,,0.0
2023-10-02,Facebook Ads,02.07.23wide_DE,123,2.62,2,wide,bloggersvideo2com,False,0.016260162601626018,1.31
2023-10-02,Youtube Ads,youtube_shorts_DE,3877,6.14,45,Com_august,bloggersvideo4,False,0.011606912561258705,0.13644444444444442
2023-10-02,CRM,,0,0.0,6,,,True,,0.0
2023-10-02,Facebook Ads,12.09.23interests_Uxui_DE,2,0.01,0,interest_work_WebDev,v11comwebdev,False,0.0,
2023-10-02,SMM,2023-10-02_SMM,385,6.11,0,promoposts_b,promo2,False,0.0,
2023-10-02,Youtube Ads,,0,0.0,0,,,False,,
2023-10-02,Youtube Ads,youtube_shorts_DE,19996,1.38,130,Com_august,ad_blogger_2,False,0.00650130026005201,0.010615384615384615
2023-10-02,Facebook Ads,12.09.23interests_Uxui_DE,3,0.0,0,interest_work_WebDev,b1comwebdev,False,0.0,
2023-10-02,Facebook Ads,12.09.23interests_Uxui_DE,259,2.29,6,interest_programming_WebDev,bloggersvideo5,False,0.023166023166023165,0.38166666666666665
2023-10-02,Tiktok Ads,12.07.2023wide_DE,119,0.48,1,wide,bloggersvideo1com,False,0.008403361344537815,0.48
2023-10-02,Youtube Ads,youtube_shorts_DE,17097,1.06,136,Com_august,ad_gov_1,False,0.007954611920219921,0.007794117647058824
2023-10-02,Youtube Ads,youtube_shorts_DE,18425,26.99,133,Com_august,ad_blogger_4,False,0.007218453188602442,0.20293233082706766
2023-10-02,Telegram posts,2023-10-02_Telegram posts,1061,4.25,26,,,False,0.024505183788878417,0.16346153846153846
2023-10-02,Facebook Ads,24.09.23retargeting_DE,985,10.55,29,retargeting,bloggersvideo5,False,0.029441624365482234,0.36379310344827587
2023-10-02,Facebook Ads,02.07.23wide_DE,478,7.18,12,wide,b6,False,0.02510460251046025,0.5983333333333333
2023-10-02,Facebook Ads,03.07.23women,1270,11.9,43,women,bloggersvideo4com,False,0.03385826771653543,0.27674418604651163
2023-10-02,Facebook Ads,02.07.23wide_DE,51,0.73,0,wide,v7com,False,0.0,
2023-10-02,Facebook Ads,12.09.23interests_Uxui_DE,1111,10.03,37,interest_work_WebDev,bloggersvideo5,False,0.0333033303330333,0.2710810810810811
2023-10-02,Facebook Ads,02.07.23wide_DE,185,2.1,0,wide,b7,False,0.0,
2023-10-02,Tiktok Ads,12.07.2023wide_DE,144,0.7,3,wide,v11,False,0.020833333333333332,0.2333333333333333
2023-10-02,Youtube Ads,youtube_shorts_DE,19924,4.51,169,Com_august,ad_da_1,False,0.00848223248343706,0.026686390532544377
2023-10-02,Telegram posts,,0,0.0,0,,,False,,
2023-10-02,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com,False,,
2023-10-02,Facebook Ads,03.07.23women,41,0.35,1,women,bloggersvideo3com,False,0.024390243902439025,0.35
2023-10-02,Offline,,0,0.0,0,,,False,,
2023-10-02,Tiktok Ads,12.07.2023wide_DE,237,0.91,1,wide,v9com,False,0.004219409282700422,0.91
2023-10-02,Google Ads,discovery_DE,4170,9.37,52,,,False,0.012470023980815348,0.18019230769230768
2023-10-02,Google Ads,,0,0.0,0,,,False,,
2023-10-02,Facebook Ads,04.07.23recentlymoved_DE,1160,11.06,46,recentlymoved,bloggersvideo4com,False,0.039655172413793106,0.24043478260869566
2023-10-02,Facebook Ads,15.07.23b_DE,486,10.49,15,b,bloggersvideo5,False,0.030864197530864196,0.6993333333333334
2023-10-02,Facebook Ads,15.07.23b_DE,28,0.83,0,b,b6,False,0.0,
2023-10-02,Google Ads,brand_search_eng_DE,42,19.26,11,,,False,0.2619047619047619,1.750909090909091
2023-10-02,Tiktok Ads,12.07.2023wide_DE,4628,17.63,44,wide,bloggersvideo4com,False,0.00950734658599827,0.40068181818181814
2023-10-02,Tiktok Ads,,0,0.0,0,,,False,,
2023-10-02,Facebook Ads,02.07.23wide_DE,28,0.64,0,wide,v9com,False,0.0,
2023-10-02,Google Ads,performancemax_eng_DE,23611,55.2,237,,,False,0.010037694295031976,0.2329113924050633
2023-10-02,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v11,False,,
2023-10-02,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com,False,,
2023-10-02,Facebook Ads,15.07.23b_DE,23,0.7,1,b,v11comwebdev,False,0.043478260869565216,0.7
2023-10-02,Facebook Ads,02.07.23wide_DE,16,0.18,0,wide,b5,False,0.0,
2023-10-02,Facebook Ads,02.07.23wide_DE,120,1.33,0,wide,v3,False,0.0,
2023-10-02,Facebook Ads,07.07.23LAL_DE,76,1.08,3,LAL1,bloggersvideo3com,False,0.039473684210526314,0.36000000000000004
2023-10-02,Facebook Ads,02.07.23wide_DE,326,4.02,3,wide,bloggersvideo1com,False,0.009202453987730062,1.3399999999999999
2023-10-02,Tiktok Ads,12.07.2023wide_DE,802,4.02,8,wide,bloggersvideo3com,False,0.00997506234413965,0.5025
2023-10-02,Tiktok Ads,12.07.2023wide_DE,107,0.69,1,wide,v3,False,0.009345794392523364,0.69
2023-10-02,Facebook Ads,07.07.23LAL_DE,1317,12.48,44,LAL1,bloggersvideo4com,False,0.033409263477600606,0.28363636363636363
2023-10-03,Tiktok Ads,12.07.2023wide_DE,376,1.39,2,wide,v9com,False,0.005319148936170213,0.695
2023-10-03,Google Ads,,0,0.0,0,,,False,,
2023-10-03,Facebook Ads,15.07.23b_DE,433,9.82,6,b,bloggersvideo5,False,0.013856812933025405,1.6366666666666667
2023-10-03,Bloggers,,0,0.0,0,,,False,,
2023-10-03,CRM,,0,0.0,14,,,True,,0.0
2023-10-03,Facebook Ads,24.09.23retargeting_DE,1099,10.22,29,retargeting,bloggersvideo5,False,0.026387625113739762,0.3524137931034483
2023-10-03,Google Ads,discovery_DE,32039,57.12,345,,,False,0.010768126346015794,0.16556521739130434
2023-10-03,Google Ads,performancemax_eng_DE,16319,43.83,195,,,False,0.011949261596911575,0.22476923076923075
2023-10-03,Tiktok Ads,12.07.2023wide_DE,183,0.66,1,wide,bloggersvideo1com,False,0.00546448087431694,0.66
2023-10-03,Google Ads,brand_search_eng_DE,49,26.25,9,,,False,0.1836734693877551,2.9166666666666665
2023-10-03,Facebook Ads,02.07.23wide_DE,249,3.72,8,wide,b8,False,0.0321285140562249,0.465
2023-10-03,Facebook Ads,04.07.23recentlymoved_DE,1148,9.42,25,recentlymoved,bloggersvideo4com,False,0.02177700348432056,0.3768
2023-10-03,Bloggers,,0,0.0,0,,,False,,
2023-10-03,Tiktok Ads,12.07.2023wide_DE,338,1.46,3,wide,v11,False,0.008875739644970414,0.48666666666666664
2023-10-03,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v12,False,,
2023-10-03,Facebook Ads,02.07.23wide_DE,18,0.53,0,wide,v9com,False,0.0,
2023-10-03,Tiktok Ads,,0,0.0,0,,,False,,
2023-10-03,Tiktok Ads,12.07.2023wide_DE,6420,17.08,68,wide,bloggersvideo4com,False,0.01059190031152648,0.2511764705882353
2023-10-03,Facebook Ads,04.07.23recentlymoved_DE,293,2.45,6,recentlymoved,bloggersvideo3com,False,0.020477815699658702,0.4083333333333334
2023-10-03,Tiktok Ads,12.07.2023wide_DE,164,0.74,3,wide,v3,False,0.018292682926829267,0.24666666666666667
2023-10-03,Facebook Ads,02.07.23wide_DE,415,6.28,6,wide,b6,False,0.014457831325301205,1.0466666666666666
2023-10-03,Facebook Ads,12.09.23interests_Uxui_DE,1048,10.08,40,interest_work_WebDev,bloggersvideo5,False,0.03816793893129771,0.252
2023-10-03,Facebook Ads,02.07.23wide_DE,16,0.24,0,wide,b5,False,0.0,
2023-10-03,Facebook Ads,,0,0.0,0,,,False,,
2023-10-03,Facebook Ads,07.07.23LAL_DE,1,0.02,0,LAL1,v3,False,0.0,
2023-10-03,Facebook Ads,07.07.23LAL_DE,1,0.02,0,LAL1,bloggersvideo1com,False,0.0,
2023-10-03,Facebook Ads,12.09.23interests_Uxui_DE,185,1.82,3,interest_programming_WebDev,bloggersvideo5,False,0.016216216216216217,0.6066666666666667
2023-10-03,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com,False,,
2023-10-03,Telegram posts,2023-10-03_Telegram posts,1061,4.25,33,,,False,0.03110273327049953,0.12878787878787878
2023-10-03,Facebook Ads,02.07.23wide_DE,69,0.82,2,wide,v7com,False,0.028985507246376812,0.41
2023-10-03,SMM,2023-10-03_SMM,367,5.24,0,promoposts_b,promo2,False,0.0,
2023-10-03,Facebook Ads,02.07.23wide_DE,38,0.48,0,wide,v3,False,0.0,
2023-10-03,Facebook Ads,12.09.23interests_Uxui_DE,3,0.02,0,interest_work_WebDev,v11comwebdev,False,0.0,
2023-10-03,Facebook Ads,15.07.23b_DE,62,1.67,4,b,v11comwebdev,False,0.06451612903225806,0.4175
2023-10-03,Youtube Ads,youtube_shorts_DE,16336,2.55,141,Com_august,ad_da_1,False,0.008631243878550441,0.018085106382978722
2023-10-03,Telegram posts,,0,0.0,0,,,False,,
2023-10-03,Facebook Ads,03.07.23women,123,1.32,0,women,bloggersvideo3com,False,0.0,
2023-10-03,Facebook Ads,07.07.23LAL_DE,1,0.01,0,LAL1,bloggersvideo2com,False,0.0,
2023-10-03,Youtube Ads,youtube_shorts_DE,17348,1.39,110,Com_august,ad_blogger_2,False,0.0063407885635231725,0.012636363636363635
2023-10-03,Tiktok Ads,12.07.2023wide_DE,712,2.76,6,wide,bloggersvideo3com,False,0.008426966292134831,0.45999999999999996
2023-10-03,Facebook Ads,12.09.23interests_Uxui_DE,4,0.02,0,interest_work_WebDev,b1comwebdev,False,0.0,
2023-10-03,Youtube Ads,,0,0.0,0,,,False,,
2023-10-03,Facebook Ads,03.07.23women,1,0.0,0,women,v10com,False,0.0,
2023-10-03,Youtube Ads,youtube_shorts_DE,14874,0.6,116,Com_august,ad_gov_1,False,0.007798843619739142,0.005172413793103448
2023-10-03,Facebook Ads,02.07.23wide_DE,171,2.09,4,wide,b7,False,0.023391812865497075,0.5225
2023-10-03,Facebook Ads,15.07.23b_DE,50,0.79,0,b,b6,False,0.0,
2023-10-03,Tiktok Ads,12.07.2023wide_DE,228,0.91,3,wide,v7com,False,0.013157894736842105,0.30333333333333334
2023-10-03,Offline,,0,0.0,0,,,False,,
2023-10-03,Facebook Ads,07.07.23LAL_DE,148,1.76,2,LAL1,bloggersvideo3com,False,0.013513513513513514,0.88
2023-10-03,Facebook Ads,03.07.23women,1188,10.73,25,women,bloggersvideo4com,False,0.021043771043771045,0.4292
2023-10-03,Facebook Ads,07.07.23LAL_DE,1323,11.42,35,LAL1,bloggersvideo4com,False,0.026455026455026454,0.3262857142857143
2023-10-03,Facebook Ads,02.07.23wide_DE,105,1.7,3,wide,bloggersvideo2com,False,0.02857142857142857,0.5666666666666667
2023-10-03,Facebook Ads,24.09.23retargeting_DE,1,0.0,0,retargeting,v11comwebdev,False,0.0,
2023-10-03,SMM,2023-10-03_SMM,368,6.36,0,promoposts_b,promo1,False,0.0,
2023-10-03,Youtube Ads,youtube_shorts_DE,4810,8.6,40,Com_august,bloggersvideo4,False,0.008316008316008316,0.215
2023-10-03,Webinar,,0,0.0,0,,,False,,
2023-10-03,Youtube Ads,youtube_shorts_DE,24483,26.89,124,Com_august,ad_blogger_4,False,0.005064738798349876,0.21685483870967742
2023-10-03,SMM,,0,0.0,17,,,True,,0.0
2023-10-03,Facebook Ads,02.07.23wide_DE,447,4.82,12,wide,bloggersvideo1com,False,0.026845637583892617,0.40166666666666667
2023-10-03,Organic,,0,0.0,122,,,True,,0.0
2023-10-04,Facebook Ads,15.07.23b_DE,68,1.84,2,b,v11comwebdev,False,0.029411764705882353,0.92
2023-10-04,Facebook Ads,02.07.23wide_DE,54,0.98,0,wide,bloggersvideo2com,False,0.0,
2023-10-04,Telegram posts,2023-10-04_Telegram posts,1061,74.25,82,,,False,0.07728557964184732,0.9054878048780488
2023-10-04,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com,False,,
2023-10-04,Facebook Ads,02.07.23wide_DE,15,0.22,0,wide,v9com,False,0.0,
2023-10-04,Facebook Ads,15.07.23b_DE,40,0.89,0,b,b6,False,0.0,
2023-10-04,Youtube Ads,youtube_shorts_DE,7396,16.95,92,Com_august,bloggersvideo4,False,0.012439156300703082,0.1842391304347826
2023-10-04,Facebook Ads,,0,0.0,0,,,False,,
2023-10-04,Facebook Ads,02.07.23wide_DE,257,3.34,5,wide,b8,False,0.019455252918287938,0.6679999999999999
2023-10-04,Telegram posts,,0,0.0,0,,,False,,
2023-10-04,Youtube Ads,youtube_shorts_DE,15219,2.63,107,Com_august,ad_blogger_2,False,0.007030685327551088,0.02457943925233645
2023-10-04,Facebook Ads,04.07.23recentlymoved_DE,205,2.02,1,recentlymoved,bloggersvideo3com,False,0.004878048780487805,2.02
