UA,B,"C1, %",AC,CPA,CAC,COGS,Revenue,T,AOV,APC,CLTV,LTV,CM,"ROMI, %"
18548,839,4.52,149523.45,8.06,178.22,0,3374357.12,4572.0,738.05,5.45,4021.88,181.93,3224833.67,2156.74
