"Базовая C1 (p), %","Целевая C1 (x), %",Размер одной группы (n),Общая выборка (2*n),Средний UA в день,"Длительность эксперимента, дней",Можно провести за 14 дней
4.52,4.98,280.0,560.0,51,11.0,Да
