Id,Call Start Time,Call Owner Name,CONTACTID,Call Type,Call Duration (in seconds),Call Status,Outgoing Call Status,Scheduled in CRM,Invalid Call Duration
5805028000001401289,2023-07-10 17:37:00,Alice Johnson,5805028000001361120,Outbound,0.0,Unattended Dialled,Completed,0.0,False
5805028000001390262,2023-07-10 17:38:00,Alice Johnson,5805028000001347266,Outbound,0.0,Unattended Dialled,Completed,0.0,False
5805028000001350405,2023-07-10 17:57:00,John Doe,5805028000001350346,Missed,0.0,Missed,,,False
5805028000001347307,2023-07-10 18:13:00,Alice Johnson,5805028000001348266,Outbound,1247.0,Attended Dialled,Completed,0.0,False
5805028000001401301,2023-07-10 18:38:00,Alice Johnson,5805028000001023002,Outbound,32.0,Attended Dialled,Completed,0.0,False
5805028000001355214,2023-07-10 18:39:00,Alice Johnson,5805028000001369037,Outbound,70.0,Attended Dialled,Completed,0.0,False
5805028000001387169,2023-07-10 18:46:00,Alice Johnson,5805028000001404153,Outbound,7.0,Attended Dialled,Completed,0.0,False
5805028000001401313,2023-07-10 18:48:00,Alice Johnson,5805028000001079118,Outbound,3.0,Attended Dialled,Completed,0.0,False
5805028000001387181,2023-07-10 18:51:00,Alice Johnson,5805028000001350131,Outbound,0.0,Unattended Dialled,Completed,0.0,False
5805028000001377228,2023-07-10 18:53:00,Alice Johnson,5805028000000964025,Outbound,421.0,Attended Dialled,Completed,0.0,False
5805028000001348345,2023-07-10 19:00:00,Alice Johnson,5805028000000964025,Outbound,53.0,Attended Dialled,Completed,0.0,False
5805028000001399321,2023-07-10 19:02:00,Alice Johnson,5805028000000964025,Outbound,10.0,Attended Dialled,Completed,0.0,False
5805028000001405163,2023-07-10 19:02:00,Alice Johnson,5805028000000964025,Outbound,0.0,Unattended Dialled,Completed,0.0,False
5805028000001404188,2023-07-10 19:04:00,Alice Johnson,5805028000001361061,Outbound,98.0,Attended Dialled,Completed,0.0,False
5805028000001363281,2023-07-10 19:07:00,Alice Johnson,5805028000001068001,Outbound,5.0,Attended Dialled,Completed,0.0,False
5805028000001377240,2023-07-10 19:09:00,Alice Johnson,5805028000001367055,Outbound,5.0,Attended Dialled,Completed,0.0,False
5805028000001372260,2023-07-10 19:11:00,Alice Johnson,5805028000001363222,Outbound,0.0,Unattended Dialled,Completed,0.0,False
